|59|CAT|19|NIE|ANY|NIE|2022-03-25
|62|DOG|9|TAK|OUTDOOR|NIE|2022-03-25
|63|DOG|3|NIE|ANY|NIE|2022-03-25
|64|CAT|13|TAK|ANY|TAK|2022-03-25
|72|DOG|13|NIE|INDOOR|TAK|2022-03-25
|76|DOG|18|TAK|INDOOR|NIE|2022-03-25
|79|DOG|19|TAK|ANY|TAK|2022-03-25
|81|CAT|3|TAK|ANY|NIE|2022-03-25
|83|CAT|7|NIE|ANY|NIE|2022-03-25
|84|CAT|3|NIE|OUTDOOR|TAK|2022-03-25
|85|DOG|18|NIE|OUTDOOR|NIE|2022-03-25
|88|CAT|16|TAK|INDOOR|NIE|2022-03-25
|90|CAT|14|TAK|INDOOR|TAK|2022-03-25
|94|DOG|4|TAK|OUTDOOR|NIE|2022-03-25
|95|CAT|16|TAK|OUTDOOR|TAK|2022-03-25
|98|CAT|4|NIE|INDOOR|TAK|2022-03-25
|99|DOG|10|TAK|OUTDOOR|TAK|2022-03-25
|101|DOG|11|TAK|OUTDOOR|NIE|2022-03-25
|106|CAT|17|TAK|OUTDOOR|NIE|2022-03-25
|111|DOG|11|NIE|INDOOR|NIE|2022-03-25
|117|DOG|7|TAK|ANY|NIE|2022-03-25
|119|CAT|8|NIE|OUTDOOR|NIE|2022-03-25
|120|DOG|15|NIE|INDOOR|NIE|2022-03-25
|121|CAT|6|NIE|OUTDOOR|NIE|2022-03-25
|2|DOG|7|TAK|OUTDOOR|TAK|2022-03-26
|3|CAT|3|NIE|OUTDOOR|TAK|2022-03-26
|4|DOG|16|NIE|ANY|NIE|2022-03-26
|7|CAT|14|NIE|ANY|NIE|2022-03-26
|10|CAT|6|TAK|OUTDOOR|NIE|2022-03-26
|12|CAT|1|NIE|OUTDOOR|NIE|2022-03-26
|16|DOG|15|NIE|OUTDOOR|NIE|2022-03-26
|17|CAT|3|NIE|OUTDOOR|TAK|2022-03-26
|18|CAT|19|TAK|INDOOR|NIE|2022-03-26
|20|DOG|14|NIE|OUTDOOR|TAK|2022-03-26
|23|DOG|14|NIE|ANY|NIE|2022-03-26
|28|CAT|1|NIE|ANY|NIE|2022-03-26
|29|CAT|0|NIE|ANY|NIE|2022-03-26
|30|CAT|7|TAK|INDOOR|TAK|2022-03-26
|36|CAT|16|TAK|INDOOR|NIE|2022-03-26
|38|DOG|18|TAK|INDOOR|TAK|2022-03-26
|42|CAT|14|TAK|OUTDOOR|TAK|2022-03-26
|44|CAT|12|TAK|INDOOR|NIE|2022-03-26
|46|CAT|16|TAK|INDOOR|TAK|2022-03-26
|47|DOG|17|NIE|INDOOR|NIE|2022-03-26
|49|CAT|12|TAK|INDOOR|TAK|2022-03-26
|50|DOG|6|TAK|OUTDOOR|TAK|2022-03-26
|54|CAT|19|TAK|INDOOR|TAK|2022-03-26
|55|DOG|6|TAK|INDOOR|TAK|2022-03-26
|56|CAT|7|TAK|OUTDOOR|TAK|2022-03-26
|59|DOG|17|NIE|ANY|TAK|2022-03-26
|61|DOG|9|NIE|ANY|NIE|2022-03-26
|62|CAT|8|TAK|ANY|TAK|2022-03-26
|66|CAT|7|NIE|ANY|NIE|2022-03-26
|69|DOG|10|TAK|OUTDOOR|NIE|2022-03-26
|74|DOG|0|TAK|OUTDOOR|TAK|2022-03-26
|75|CAT|13|NIE|ANY|NIE|2022-03-26
|78|CAT|6|TAK|OUTDOOR|TAK|2022-03-26
|79|CAT|1|TAK|INDOOR|NIE|2022-03-26
|80|CAT|2|TAK|ANY|NIE|2022-03-26
|82|DOG|15|TAK|INDOOR|TAK|2022-03-26
|83|CAT|0|NIE|OUTDOOR|NIE|2022-03-26
|85|CAT|6|NIE|INDOOR|NIE|2022-03-26
|93|CAT|10|TAK|ANY|TAK|2022-03-26
|104|CAT|14|NIE|INDOOR|TAK|2022-03-26
|108|CAT|8|NIE|INDOOR|TAK|2022-03-26
|110|CAT|8|NIE|INDOOR|TAK|2022-03-26
|112|CAT|19|NIE|OUTDOOR|TAK|2022-03-26
|114|DOG|14|TAK|INDOOR|TAK|2022-03-26
|116|DOG|9|NIE|INDOOR|TAK|2022-03-26
|119|CAT|8|TAK|OUTDOOR|TAK|2022-03-26
|120|DOG|9|TAK|INDOOR|TAK|2022-03-26
|121|DOG|17|TAK|OUTDOOR|TAK|2022-03-26
|122|CAT|13|NIE|OUTDOOR|NIE|2022-03-26
|123|CAT|2|TAK|OUTDOOR|NIE|2022-03-26
|124|CAT|18|TAK|ANY|NIE|2022-03-26
|1|DOG|2|NIE|ANY|TAK|2022-03-27
|2|CAT|14|TAK|INDOOR|TAK|2022-03-27
|3|DOG|15|TAK|INDOOR|NIE|2022-03-27
|4|CAT|6|NIE|ANY|TAK|2022-03-27
|8|CAT|10|NIE|ANY|TAK|2022-03-27
|9|CAT|12|TAK|ANY|NIE|2022-03-27
|14|DOG|19|NIE|ANY|TAK|2022-03-27
|16|DOG|18|TAK|OUTDOOR|NIE|2022-03-27
|20|CAT|1|NIE|OUTDOOR|TAK|2022-03-27
|21|DOG|0|NIE|ANY|TAK|2022-03-27
|24|CAT|19|NIE|INDOOR|NIE|2022-03-27
|29|DOG|5|NIE|OUTDOOR|TAK|2022-03-27
|30|CAT|13|NIE|ANY|NIE|2022-03-27
|32|CAT|18|NIE|ANY|NIE|2022-03-27
|33|DOG|3|NIE|OUTDOOR|NIE|2022-03-27
|35|DOG|17|TAK|OUTDOOR|NIE|2022-03-27
|37|DOG|9|TAK|INDOOR|NIE|2022-03-27
|40|DOG|2|TAK|ANY|TAK|2022-03-27
|43|CAT|12|TAK|OUTDOOR|NIE|2022-03-27
|44|CAT|1|TAK|OUTDOOR|TAK|2022-03-27
|45|CAT|18|TAK|INDOOR|TAK|2022-03-27
|49|CAT|14|TAK|OUTDOOR|TAK|2022-03-27
|51|DOG|2|NIE|ANY|NIE|2022-03-27
|53|CAT|15|NIE|INDOOR|NIE|2022-03-27
|58|CAT|8|TAK|OUTDOOR|TAK|2022-03-27
|60|CAT|1|TAK|INDOOR|NIE|2022-03-27
|61|CAT|19|TAK|OUTDOOR|NIE|2022-03-27
|63|DOG|7|NIE|OUTDOOR|NIE|2022-03-27
|69|CAT|1|NIE|INDOOR|TAK|2022-03-27
|73|DOG|13|NIE|INDOOR|NIE|2022-03-27
|80|CAT|12|TAK|ANY|TAK|2022-03-27
|81|DOG|5|NIE|OUTDOOR|TAK|2022-03-27
|82|DOG|16|NIE|ANY|TAK|2022-03-27
|84|DOG|9|TAK|OUTDOOR|TAK|2022-03-27
|85|CAT|10|NIE|ANY|TAK|2022-03-27
|87|DOG|2|TAK|OUTDOOR|TAK|2022-03-27
|89|CAT|2|TAK|INDOOR|TAK|2022-03-27
|90|DOG|14|TAK|INDOOR|NIE|2022-03-27
|92|DOG|1|NIE|INDOOR|TAK|2022-03-27
|93|DOG|19|TAK|OUTDOOR|NIE|2022-03-27
|94|CAT|7|NIE|INDOOR|TAK|2022-03-27
|95|DOG|5|NIE|ANY|NIE|2022-03-27
|99|DOG|10|NIE|ANY|TAK|2022-03-27
|100|CAT|11|NIE|OUTDOOR|TAK|2022-03-27
|102|CAT|5|TAK|INDOOR|NIE|2022-03-27
|106|DOG|10|NIE|OUTDOOR|TAK|2022-03-27
|108|DOG|17|TAK|OUTDOOR|NIE|2022-03-27
|109|DOG|16|TAK|ANY|TAK|2022-03-27
|110|CAT|11|NIE|INDOOR|TAK|2022-03-27
|112|DOG|17|TAK|OUTDOOR|TAK|2022-03-27
|115|DOG|15|NIE|ANY|TAK|2022-03-27
|116|DOG|5|NIE|OUTDOOR|TAK|2022-03-27
|118|CAT|6|TAK|OUTDOOR|NIE|2022-03-27
|119|CAT|16|NIE|INDOOR|NIE|2022-03-27
|120|CAT|8|TAK|INDOOR|TAK|2022-03-27
|121|CAT|4|NIE|ANY|NIE|2022-03-27
|124|CAT|18|TAK|ANY|NIE|2022-03-27
|125|CAT|11|TAK|ANY|TAK|2022-03-27
|126|CAT|17|TAK|INDOOR|TAK|2022-03-27
|1|DOG|1|NIE|OUTDOOR|NIE|2022-03-28
|2|CAT|17|NIE|OUTDOOR|TAK|2022-03-28
|5|CAT|1|NIE|OUTDOOR|TAK|2022-03-28
|6|CAT|14|NIE|INDOOR|NIE|2022-03-28
|7|DOG|1|TAK|ANY|NIE|2022-03-28
|12|DOG|6|NIE|INDOOR|NIE|2022-03-28
|14|DOG|4|NIE|ANY|NIE|2022-03-28
|17|DOG|8|NIE|OUTDOOR|TAK|2022-03-28
|19|CAT|19|TAK|OUTDOOR|NIE|2022-03-28
|24|CAT|6|TAK|OUTDOOR|TAK|2022-03-28
|29|DOG|5|TAK|ANY|TAK|2022-03-28
|30|DOG|0|NIE|OUTDOOR|TAK|2022-03-28
|32|CAT|16|TAK|ANY|NIE|2022-03-28
|33|DOG|5|TAK|INDOOR|TAK|2022-03-28
|35|DOG|18|TAK|OUTDOOR|NIE|2022-03-28
|36|DOG|1|NIE|ANY|NIE|2022-03-28
|38|DOG|14|NIE|ANY|TAK|2022-03-28
|41|DOG|17|TAK|OUTDOOR|TAK|2022-03-28
|44|CAT|18|TAK|INDOOR|TAK|2022-03-28
|47|CAT|16|NIE|OUTDOOR|TAK|2022-03-28
|48|DOG|15|NIE|ANY|NIE|2022-03-28
|50|CAT|9|TAK|OUTDOOR|NIE|2022-03-28
|51|DOG|5|NIE|INDOOR|TAK|2022-03-28
|53|DOG|14|NIE|ANY|NIE|2022-03-28
|54|CAT|2|NIE|OUTDOOR|NIE|2022-03-28
|56|DOG|2|NIE|ANY|NIE|2022-03-28
|57|DOG|7|TAK|INDOOR|TAK|2022-03-28
|59|DOG|11|TAK|INDOOR|NIE|2022-03-28
|60|CAT|6|TAK|ANY|NIE|2022-03-28
|63|DOG|13|NIE|OUTDOOR|TAK|2022-03-28
|64|DOG|4|NIE|ANY|NIE|2022-03-28
|71|CAT|16|TAK|INDOOR|NIE|2022-03-28
|73|DOG|12|NIE|ANY|NIE|2022-03-28
|75|CAT|9|TAK|INDOOR|TAK|2022-03-28
|76|CAT|6|NIE|ANY|TAK|2022-03-28
|77|CAT|6|NIE|ANY|TAK|2022-03-28
|80|CAT|4|TAK|OUTDOOR|TAK|2022-03-28
|84|DOG|16|TAK|INDOOR|NIE|2022-03-28
|86|CAT|0|TAK|OUTDOOR|TAK|2022-03-28
|88|CAT|12|TAK|OUTDOOR|NIE|2022-03-28
|89|CAT|16|TAK|INDOOR|TAK|2022-03-28
|90|CAT|7|TAK|ANY|NIE|2022-03-28
|91|DOG|19|NIE|ANY|TAK|2022-03-28
|92|CAT|11|NIE|INDOOR|TAK|2022-03-28
|93|CAT|18|NIE|ANY|NIE|2022-03-28
|94|CAT|4|NIE|OUTDOOR|TAK|2022-03-28
|97|DOG|4|NIE|OUTDOOR|NIE|2022-03-28
|100|CAT|8|NIE|OUTDOOR|TAK|2022-03-28
|101|DOG|1|NIE|INDOOR|TAK|2022-03-28
|102|CAT|14|TAK|OUTDOOR|TAK|2022-03-28
|103|DOG|7|NIE|ANY|NIE|2022-03-28
|105|DOG|15|TAK|OUTDOOR|TAK|2022-03-28
|106|DOG|3|NIE|INDOOR|NIE|2022-03-28
|108|CAT|0|NIE|OUTDOOR|TAK|2022-03-28
|109|CAT|17|TAK|ANY|NIE|2022-03-28
|116|DOG|1|NIE|INDOOR|TAK|2022-03-28
|120|DOG|3|TAK|ANY|NIE|2022-03-28
|125|CAT|3|TAK|INDOOR|NIE|2022-03-28
|126|CAT|14|TAK|INDOOR|TAK|2022-03-28
|127|CAT|7|NIE|INDOOR|NIE|2022-03-28
|128|DOG|0|NIE|OUTDOOR|TAK|2022-03-28
|4|DOG|4|TAK|ANY|TAK|2022-03-29
|6|CAT|15|TAK|OUTDOOR|TAK|2022-03-29
|9|DOG|0|TAK|ANY|TAK|2022-03-29
|13|DOG|7|NIE|OUTDOOR|TAK|2022-03-29
|20|DOG|15|TAK|INDOOR|NIE|2022-03-29
|21|DOG|3|NIE|ANY|TAK|2022-03-29
|23|CAT|13|NIE|ANY|NIE|2022-03-29
|26|DOG|5|NIE|OUTDOOR|TAK|2022-03-29
|27|CAT|0|NIE|OUTDOOR|NIE|2022-03-29
|29|CAT|16|TAK|ANY|NIE|2022-03-29
|30|CAT|15|NIE|INDOOR|NIE|2022-03-29
|31|DOG|1|TAK|INDOOR|NIE|2022-03-29
|32|CAT|12|NIE|OUTDOOR|NIE|2022-03-29
|36|CAT|11|TAK|ANY|NIE|2022-03-29
|41|DOG|3|TAK|ANY|TAK|2022-03-29
|45|CAT|13|NIE|ANY|TAK|2022-03-29
|47|CAT|12|TAK|OUTDOOR|NIE|2022-03-29
|51|DOG|7|NIE|ANY|NIE|2022-03-29
|52|DOG|4|NIE|ANY|NIE|2022-03-29
|54|CAT|16|NIE|INDOOR|TAK|2022-03-29
|55|DOG|7|NIE|ANY|TAK|2022-03-29
|58|CAT|1|NIE|ANY|NIE|2022-03-29
|61|CAT|3|TAK|ANY|NIE|2022-03-29
|62|DOG|12|TAK|ANY|TAK|2022-03-29
|68|CAT|19|TAK|ANY|TAK|2022-03-29
|71|DOG|14|TAK|INDOOR|TAK|2022-03-29
|72|DOG|17|TAK|INDOOR|TAK|2022-03-29
|73|DOG|1|TAK|ANY|NIE|2022-03-29
|75|DOG|17|TAK|INDOOR|NIE|2022-03-29
|76|DOG|14|NIE|ANY|TAK|2022-03-29
|77|CAT|3|NIE|OUTDOOR|NIE|2022-03-29
|78|DOG|15|TAK|INDOOR|TAK|2022-03-29
|80|DOG|3|TAK|OUTDOOR|NIE|2022-03-29
|81|DOG|9|NIE|ANY|TAK|2022-03-29
|82|CAT|4|NIE|ANY|TAK|2022-03-29
|83|CAT|3|TAK|INDOOR|NIE|2022-03-29
|84|CAT|16|TAK|INDOOR|TAK|2022-03-29
|85|CAT|1|TAK|OUTDOOR|NIE|2022-03-29
|87|DOG|13|TAK|ANY|TAK|2022-03-29
|93|DOG|6|TAK|INDOOR|TAK|2022-03-29
|96|DOG|11|TAK|INDOOR|TAK|2022-03-29
|97|CAT|13|NIE|OUTDOOR|NIE|2022-03-29
|98|CAT|8|NIE|OUTDOOR|NIE|2022-03-29
|99|CAT|15|NIE|INDOOR|NIE|2022-03-29
|101|DOG|10|NIE|OUTDOOR|NIE|2022-03-29
|107|DOG|3|NIE|ANY|NIE|2022-03-29
|108|CAT|3|NIE|INDOOR|NIE|2022-03-29
|118|DOG|8|TAK|INDOOR|NIE|2022-03-29
|119|CAT|3|TAK|ANY|TAK|2022-03-29
|1|CAT|6|TAK|INDOOR|TAK|2022-03-30
|2|DOG|16|NIE|INDOOR|NIE|2022-03-30
|6|DOG|4|NIE|OUTDOOR|NIE|2022-03-30
|11|DOG|1|TAK|ANY|TAK|2022-03-30
|12|DOG|19|NIE|INDOOR|TAK|2022-03-30
|18|DOG|12|NIE|INDOOR|TAK|2022-03-30
|21|DOG|17|TAK|ANY|TAK|2022-03-30
|24|DOG|7|TAK|OUTDOOR|NIE|2022-03-30
|25|CAT|19|TAK|ANY|NIE|2022-03-30
|29|CAT|18|NIE|OUTDOOR|TAK|2022-03-30
|31|DOG|19|TAK|INDOOR|NIE|2022-03-30
|32|CAT|15|TAK|ANY|TAK|2022-03-30
|35|DOG|6|NIE|ANY|TAK|2022-03-30
|39|CAT|15|NIE|OUTDOOR|TAK|2022-03-30
|40|DOG|18|NIE|ANY|TAK|2022-03-30
|46|CAT|8|TAK|ANY|TAK|2022-03-30
|47|CAT|9|NIE|ANY|NIE|2022-03-30
|49|DOG|17|NIE|OUTDOOR|TAK|2022-03-30
|51|CAT|15|TAK|OUTDOOR|TAK|2022-03-30
|53|CAT|6|NIE|ANY|TAK|2022-03-30
|55|CAT|7|NIE|OUTDOOR|NIE|2022-03-30
|58|DOG|18|TAK|INDOOR|TAK|2022-03-30
|60|CAT|7|TAK|OUTDOOR|NIE|2022-03-30
|61|DOG|8|TAK|ANY|NIE|2022-03-30
|64|CAT|15|TAK|OUTDOOR|NIE|2022-03-30
|67|CAT|4|TAK|OUTDOOR|NIE|2022-03-30
|68|DOG|17|TAK|INDOOR|NIE|2022-03-30
|69|DOG|0|NIE|OUTDOOR|NIE|2022-03-30
|82|DOG|19|TAK|ANY|NIE|2022-03-30
|83|DOG|12|TAK|ANY|NIE|2022-03-30
|85|CAT|15|NIE|ANY|TAK|2022-03-30
|86|DOG|8|NIE|OUTDOOR|NIE|2022-03-30
|88|DOG|13|TAK|ANY|NIE|2022-03-30
|90|DOG|17|TAK|OUTDOOR|NIE|2022-03-30
|92|DOG|1|TAK|INDOOR|NIE|2022-03-30
|93|CAT|8|TAK|ANY|NIE|2022-03-30
|95|CAT|2|NIE|INDOOR|TAK|2022-03-30
|96|DOG|9|NIE|INDOOR|NIE|2022-03-30
|97|CAT|15|TAK|OUTDOOR|TAK|2022-03-30
|99|CAT|12|NIE|OUTDOOR|NIE|2022-03-30
|102|DOG|13|NIE|INDOOR|TAK|2022-03-30
|104|CAT|19|NIE|INDOOR|TAK|2022-03-30
|112|DOG|6|NIE|OUTDOOR|NIE|2022-03-30
|114|CAT|1|NIE|OUTDOOR|TAK|2022-03-30
|117|CAT|11|TAK|ANY|TAK|2022-03-30
|118|CAT|8|NIE|OUTDOOR|NIE|2022-03-30
|120|CAT|18|TAK|INDOOR|TAK|2022-03-30
|122|DOG|12|NIE|ANY|TAK|2022-03-30
|124|DOG|8|TAK|ANY|NIE|2022-03-30
|125|DOG|6|TAK|INDOOR|NIE|2022-03-30
|126|DOG|12|TAK|ANY|TAK|2022-03-30
|128|DOG|9|TAK|ANY|NIE|2022-03-30
|1|DOG|6|NIE|OUTDOOR|NIE|2022-03-31
|2|DOG|11|NIE|INDOOR|TAK|2022-03-31
|3|CAT|13|NIE|ANY|TAK|2022-03-31
|13|DOG|16|NIE|OUTDOOR|TAK|2022-03-31
|15|DOG|12|TAK|ANY|TAK|2022-03-31
|17|DOG|2|NIE|INDOOR|TAK|2022-03-31
|20|DOG|16|NIE|ANY|NIE|2022-03-31
|25|DOG|11|NIE|INDOOR|NIE|2022-03-31
|26|DOG|16|NIE|INDOOR|TAK|2022-03-31
|30|CAT|17|NIE|INDOOR|TAK|2022-03-31
|31|DOG|15|NIE|OUTDOOR|NIE|2022-03-31
|33|DOG|17|TAK|ANY|TAK|2022-03-31
|36|CAT|5|NIE|ANY|TAK|2022-03-31
|37|DOG|10|TAK|INDOOR|NIE|2022-03-31
|38|DOG|2|NIE|ANY|TAK|2022-03-31
|39|CAT|18|TAK|ANY|NIE|2022-03-31
|41|CAT|13|TAK|INDOOR|NIE|2022-03-31
|44|CAT|18|TAK|INDOOR|NIE|2022-03-31
|52|DOG|17|TAK|ANY|TAK|2022-03-31
|53|CAT|1|NIE|ANY|TAK|2022-03-31
|55|CAT|19|NIE|INDOOR|NIE|2022-03-31
|56|DOG|8|TAK|ANY|TAK|2022-03-31
|63|CAT|9|NIE|OUTDOOR|TAK|2022-03-31
|68|CAT|0|NIE|INDOOR|TAK|2022-03-31
|69|DOG|4|NIE|OUTDOOR|NIE|2022-03-31
|70|CAT|2|NIE|INDOOR|NIE|2022-03-31
|72|DOG|2|TAK|ANY|NIE|2022-03-31
|74|CAT|5|TAK|INDOOR|NIE|2022-03-31
|75|DOG|0|TAK|INDOOR|NIE|2022-03-31
|76|DOG|15|NIE|OUTDOOR|NIE|2022-03-31
|77|CAT|17|TAK|OUTDOOR|TAK|2022-03-31
|78|DOG|0|NIE|OUTDOOR|NIE|2022-03-31
|80|DOG|17|NIE|INDOOR|TAK|2022-03-31
|82|CAT|13|NIE|OUTDOOR|TAK|2022-03-31
|84|CAT|3|NIE|OUTDOOR|NIE|2022-03-31
|86|DOG|6|NIE|ANY|NIE|2022-03-31
|87|CAT|15|NIE|INDOOR|TAK|2022-03-31
|90|DOG|19|NIE|INDOOR|NIE|2022-03-31
|97|DOG|11|NIE|INDOOR|TAK|2022-03-31
|99|DOG|10|TAK|ANY|NIE|2022-03-31
|103|CAT|17|TAK|ANY|NIE|2022-03-31
|105|CAT|7|TAK|OUTDOOR|NIE|2022-03-31
|107|CAT|11|TAK|OUTDOOR|TAK|2022-03-31
|121|CAT|10|NIE|INDOOR|TAK|2022-03-31
|124|CAT|6|NIE|INDOOR|TAK|2022-03-31
|126|DOG|0|NIE|ANY|NIE|2022-03-31
|128|DOG|7|NIE|INDOOR|TAK|2022-03-31
|129|DOG|6|NIE|OUTDOOR|NIE|2022-03-31
|130|DOG|0|NIE|ANY|TAK|2022-03-31
|131|DOG|12|TAK|ANY|NIE|2022-03-31
|132|CAT|3|TAK|ANY|TAK|2022-03-31
|2|DOG|18|NIE|OUTDOOR|TAK|2022-04-01
|3|DOG|9|NIE|ANY|TAK|2022-04-01
|5|CAT|14|NIE|OUTDOOR|NIE|2022-04-01
|10|DOG|0|TAK|ANY|TAK|2022-04-01
|16|DOG|4|NIE|OUTDOOR|NIE|2022-04-01
|19|DOG|13|TAK|OUTDOOR|TAK|2022-04-01
|22|CAT|16|NIE|OUTDOOR|TAK|2022-04-01
|23|CAT|3|NIE|ANY|TAK|2022-04-01
|27|CAT|7|TAK|INDOOR|TAK|2022-04-01
|30|DOG|9|TAK|INDOOR|TAK|2022-04-01
|31|CAT|9|TAK|INDOOR|TAK|2022-04-01
|35|DOG|19|NIE|OUTDOOR|NIE|2022-04-01
|36|DOG|12|TAK|INDOOR|TAK|2022-04-01
|38|CAT|1|NIE|OUTDOOR|TAK|2022-04-01
|41|CAT|3|TAK|INDOOR|NIE|2022-04-01
|42|DOG|10|TAK|INDOOR|TAK|2022-04-01
|44|CAT|11|TAK|OUTDOOR|NIE|2022-04-01
|51|CAT|2|NIE|ANY|NIE|2022-04-01
|54|CAT|18|TAK|OUTDOOR|TAK|2022-04-01
|55|DOG|19|TAK|ANY|NIE|2022-04-01
|57|CAT|10|TAK|INDOOR|TAK|2022-04-01
|60|CAT|11|TAK|INDOOR|NIE|2022-04-01
|65|DOG|5|NIE|OUTDOOR|NIE|2022-04-01
|66|CAT|4|NIE|ANY|TAK|2022-04-01
|68|DOG|16|NIE|ANY|NIE|2022-04-01
|73|CAT|19|TAK|ANY|TAK|2022-04-01
|75|DOG|19|NIE|OUTDOOR|NIE|2022-04-01
|81|CAT|17|TAK|INDOOR|TAK|2022-04-01
|83|DOG|10|NIE|OUTDOOR|NIE|2022-04-01
|86|CAT|4|TAK|ANY|NIE|2022-04-01
|87|DOG|14|NIE|OUTDOOR|NIE|2022-04-01
|90|DOG|2|NIE|INDOOR|NIE|2022-04-01
|91|DOG|8|TAK|ANY|NIE|2022-04-01
|93|DOG|16|NIE|INDOOR|TAK|2022-04-01
|94|DOG|5|NIE|OUTDOOR|TAK|2022-04-01
|95|DOG|5|TAK|ANY|TAK|2022-04-01
|96|CAT|0|NIE|INDOOR|NIE|2022-04-01
|98|CAT|4|TAK|ANY|NIE|2022-04-01
|99|CAT|7|TAK|INDOOR|TAK|2022-04-01
|105|DOG|16|TAK|ANY|NIE|2022-04-01
|107|CAT|9|TAK|OUTDOOR|TAK|2022-04-01
|108|DOG|6|TAK|INDOOR|NIE|2022-04-01
|110|CAT|12|TAK|OUTDOOR|TAK|2022-04-01
|119|CAT|13|NIE|ANY|TAK|2022-04-01
|121|CAT|8|NIE|OUTDOOR|NIE|2022-04-01
|123|CAT|5|NIE|INDOOR|NIE|2022-04-01
|124|DOG|6|NIE|INDOOR|TAK|2022-04-01
|128|DOG|9|TAK|ANY|TAK|2022-04-01
|129|CAT|17|NIE|INDOOR|NIE|2022-04-01
|132|DOG|1|TAK|INDOOR|NIE|2022-04-01
|133|CAT|12|TAK|INDOOR|TAK|2022-04-01
