21|2|7|3|2022-02-05|2022-02-15
23|4|7|2|2022-02-05|2022-02-15
45|9|7|4|2022-02-07|2022-02-15
56|11|7|4|2022-02-08|2022-02-15
83|13|7|2|2022-02-10|2022-02-15
96|9|7|3|2022-02-11|2022-02-15
117|13|7|3|2022-02-12|2022-02-15
161|23|7|2|2022-02-14|2022-02-15
173|9|7|2|2022-02-15|2022-02-15
16|5|1|2|2022-02-04|2022-02-15
33|6|1|2|2022-02-06|2022-02-15
78|8|5|3|2022-02-10|2022-02-15
80|10|21|4|2022-02-10|2022-02-15
103|17|22|3|2022-02-11|2022-02-15
150|2|22|3|2022-02-14|2022-02-15
153|9|20|4|2022-02-14|2022-02-15
12|1|1|4|2022-02-04|2022-02-16
124|20|8|2|2022-02-12|2022-02-16
129|26|5|4|2022-02-12|2022-02-16
143|19|8|3|2022-02-13|2022-02-16
156|14|4|2|2022-02-14|2022-02-16
170|6|14|4|2022-02-15|2022-02-16
197|19|17|3|2022-02-16|2022-02-16
199|22|8|5|2022-02-16|2022-02-16
204|29|13|2|2022-02-16|2022-02-16
5|2|8|6|2022-02-03|
12|1|1|2|2022-02-04|2022-02-16
15|4|7|3|2022-02-04|2022-02-15
25|6|5|6|2022-02-05|2022-02-06
28|1|13|3|2022-02-06|2022-02-08
29|2|1|3|2022-02-06|
30|3|12|6|2022-02-06|2022-02-06
39|3|18|2|2022-02-07|2022-02-11
41|5|13|6|2022-02-07|
45|9|7|2|2022-02-07|2022-02-15
46|1|4|6|2022-02-08|
52|7|13|6|2022-02-08|2022-02-13
56|11|7|5|2022-02-08|2022-02-15
60|3|2|5|2022-02-09|2022-02-11
69|12|19|3|2022-02-09|2022-02-10
72|2|8|6|2022-02-10|
74|4|20|2|2022-02-10|
75|5|20|3|2022-02-10|2022-02-13
79|9|8|3|2022-02-10|2022-02-11
80|10|21|6|2022-02-10|2022-02-15
81|11|10|2|2022-02-10|
90|1|22|2|2022-02-11|
101|15|1|6|2022-02-11|2022-02-14
105|21|1|2|2022-02-11|
11|8|2|2|2022-02-03|
55|10|15|5|2022-02-08|
57|12|16|6|2022-02-08|
65|8|5|6|2022-02-09|2022-02-11
68|11|19|5|2022-02-09|2022-02-09
86|16|20|3|2022-02-10|2022-02-10
89|19|20|3|2022-02-10|2022-02-11
91|3|10|5|2022-02-11|
115|11|19|2|2022-02-12|
118|14|22|2|2022-02-12|
126|22|4|3|2022-02-12|
127|24|23|2|2022-02-12|
129|26|5|5|2022-02-12|2022-02-16
130|1|19|3|2022-02-13|
134|5|14|3|2022-02-13|
138|9|8|6|2022-02-13|
139|11|2|3|2022-02-13|
144|21|13|2|2022-02-13|
145|22|10|3|2022-02-13|
146|23|17|5|2022-02-13|
153|9|20|5|2022-02-14|2022-02-15
154|10|12|3|2022-02-14|
155|13|22|2|2022-02-14|
157|15|16|2|2022-02-14|
158|16|8|2|2022-02-14|
164|28|20|6|2022-02-14|
165|29|21|5|2022-02-14|
170|6|14|3|2022-02-15|2022-02-16
174|12|3|2|2022-02-15|
175|15|8|5|2022-02-15|
179|25|14|6|2022-02-15|
180|26|3|2|2022-02-15|
185|35|15|5|2022-02-15|
188|6|4|5|2022-02-16|
191|11|7|2|2022-02-16|
194|15|20|3|2022-02-16|
206|32|24|2|2022-02-16|
7|4|5|3|2022-02-03|2022-02-17
88|18|2|2|2022-02-10|2022-02-17
95|8|5|2|2022-02-11|2022-02-17
144|21|13|2|2022-02-13|2022-02-17
163|26|12|3|2022-02-14|2022-02-17
167|33|6|3|2022-02-14|2022-02-17
179|25|14|6|2022-02-15|2022-02-17
187|4|12|2|2022-02-16|2022-02-17
207|33|9|5|2022-02-16|2022-02-17
22|3|12|2|2022-02-05|2022-02-18
37|1|12|2|2022-02-07|2022-02-18
81|11|10|2|2022-02-10|2022-02-18
105|21|1|2|2022-02-11|2022-02-18
159|18|10|7|2022-02-14|2022-02-18
168|2|4|8|2022-02-15|2022-02-18
177|19|22|7|2022-02-15|2022-02-18
27|8|10|9|2022-02-05|2022-02-19
74|4|20|2|2022-02-10|2022-02-19
139|11|2|9|2022-02-13|2022-02-19
174|12|3|2|2022-02-15|2022-02-19
202|27|3|2|2022-02-16|2022-02-19
212|14|13|9|2022-02-17|2022-02-19
216|19|24|8|2022-02-17|2022-02-19
236|23|17|8|2022-02-18|2022-02-19
238|26|20|2|2022-02-18|2022-02-19
257|32|31|2|2022-02-19|2022-02-19
5|2|8|6|2022-02-03|2022-02-20
20|1|5|9|2022-02-05|2022-02-20
46|1|4|6|2022-02-08|2022-02-20
63|6|9|2|2022-02-09|2022-02-20
126|22|4|9|2022-02-12|2022-02-20
134|5|14|9|2022-02-13|2022-02-20
201|25|21|9|2022-02-16|2022-02-20
211|13|20|8|2022-02-17|2022-02-20
237|25|28|6|2022-02-18|2022-02-20
244|7|30|8|2022-02-19|2022-02-20
248|16|28|9|2022-02-19|2022-02-20
277|37|13|8|2022-02-20|2022-02-20
55|10|15|8|2022-02-08|2022-02-21
66|9|15|9|2022-02-09|2022-02-21
82|12|15|2|2022-02-10|2022-02-21
185|35|15|8|2022-02-15|2022-02-21
246|10|15|9|2022-02-19|2022-02-21
118|14|22|2|2022-02-12|2022-02-21
125|21|17|2|2022-02-12|2022-02-21
165|29|21|8|2022-02-14|2022-02-21
180|26|3|2|2022-02-15|2022-02-21
217|21|5|6|2022-02-17|2022-02-21
220|24|27|2|2022-02-17|2022-02-21
230|5|17|6|2022-02-18|2022-02-21
286|11|22|2|2022-02-21|2022-02-21
151|6|21|9|2022-02-14|2022-02-22
172|8|2|2|2022-02-15|2022-02-22
205|31|14|6|2022-02-16|2022-02-22
215|18|21|2|2022-02-17|2022-02-22
233|18|7|6|2022-02-18|2022-02-22
242|34|1|8|2022-02-18|2022-02-22
276|36|26|10|2022-02-20|2022-02-22
64|7|2|2|2022-02-09|2022-02-23
119|15|2|9|2022-02-12|2022-02-23
164|28|20|6|2022-02-14|2022-02-23
182|28|23|2|2022-02-15|2022-02-23
240|31|23|9|2022-02-18|2022-02-23
285|10|1|6|2022-02-21|2022-02-23
337|39|6|8|2022-02-23|2022-02-23
340|48|31|9|2022-02-23|2022-02-23
47|2|16|9|2022-02-08|2022-02-24
102|16|21|2|2022-02-11|2022-02-24
232|17|17|2|2022-02-18|2022-02-24
247|13|27|8|2022-02-19|2022-02-24
289|19|31|11|2022-02-21|2022-02-24
302|38|28|10|2022-02-21|2022-02-24
303|41|2|2|2022-02-21|2022-02-24
68|11|19|8|2022-02-09|2022-02-25
69|12|19|9|2022-02-09|2022-02-25
76|6|19|2|2022-02-10|2022-02-25
107|24|19|9|2022-02-11|2022-02-25
115|11|19|2|2022-02-12|2022-02-25
122|18|19|2|2022-02-12|2022-02-25
130|1|19|9|2022-02-13|2022-02-25
148|28|19|9|2022-02-13|2022-02-25
219|23|19|6|2022-02-17|2022-02-25
264|12|19|9|2022-02-20|2022-02-25
299|35|19|6|2022-02-21|2022-02-25
309|9|19|6|2022-02-22|2022-02-25
323|4|19|6|2022-02-23|2022-02-25
338|44|19|11|2022-02-23|2022-02-25
32|5|10|9|2022-02-06|2022-02-25
106|23|22|9|2022-02-11|2022-02-25
128|25|21|9|2022-02-12|2022-02-25
138|9|8|6|2022-02-13|2022-02-25
158|16|8|2|2022-02-14|2022-02-25
166|30|4|9|2022-02-14|2022-02-25
198|20|1|6|2022-02-16|2022-02-25
209|8|28|9|2022-02-17|2022-02-25
222|26|28|8|2022-02-17|2022-02-25
237|25|28|6|2022-02-18|2022-02-25
243|4|28|8|2022-02-19|2022-02-25
248|16|28|9|2022-02-19|2022-02-25
251|20|28|6|2022-02-19|2022-02-25
272|30|28|8|2022-02-20|2022-02-25
302|38|28|10|2022-02-21|2022-02-25
227|1|6|9|2022-02-18|2022-02-25
263|8|9|8|2022-02-20|2022-02-25
283|7|2|8|2022-02-21|2022-02-25
307|7|5|11|2022-02-22|2022-02-25
338|44|19|11|2022-02-23|2022-02-25
341|52|26|11|2022-02-23|2022-02-25
4|1|12|9|2022-02-03|2022-02-26
41|5|13|6|2022-02-07|2022-02-26
50|5|3|9|2022-02-08|2022-02-26
8|5|4|2|2022-02-03|2022-02-26
9|6|4|2|2022-02-03|2022-02-26
35|8|4|9|2022-02-06|2022-02-26
46|1|4|6|2022-02-08|2022-02-26
59|2|4|9|2022-02-09|2022-02-26
92|5|4|9|2022-02-11|2022-02-26
126|22|4|9|2022-02-12|2022-02-26
137|8|4|9|2022-02-13|2022-02-26
141|16|4|2|2022-02-13|2022-02-26
156|14|4|2|2022-02-14|2022-02-26
166|30|4|9|2022-02-14|2022-02-26
168|2|4|8|2022-02-15|2022-02-26
188|6|4|8|2022-02-16|2022-02-26
203|28|4|9|2022-02-16|2022-02-26
218|22|4|9|2022-02-17|2022-02-26
327|13|4|6|2022-02-23|2022-02-26
348|13|4|6|2022-02-24|2022-02-26
360|57|4|9|2022-02-24|2022-02-26
361|58|4|2|2022-02-24|2022-02-26
373|44|4|12|2022-02-25|2022-02-26
98|12|2|9|2022-02-11|2022-02-26
137|8|4|9|2022-02-13|2022-02-26
176|17|17|2|2022-02-15|2022-02-26
192|12|1|2|2022-02-16|2022-02-26
250|19|23|6|2022-02-19|2022-02-26
291|21|31|2|2022-02-21|2022-02-26
300|36|16|8|2022-02-21|2022-02-26
317|30|30|13|2022-02-22|2022-02-26
342|53|9|13|2022-02-23|2022-02-26
345|10|29|9|2022-02-24|2022-02-26
347|12|8|8|2022-02-24|2022-02-26
365|10|14|6|2022-02-25|2022-02-26
371|32|10|12|2022-02-25|2022-02-26
374|45|5|2|2022-02-25|2022-02-26
1|1|3|9|2022-02-02|2022-02-27
3|3|3|2|2022-02-02|2022-02-27
50|5|3|9|2022-02-08|2022-02-27
113|8|3|2|2022-02-12|2022-02-27
169|3|3|2|2022-02-15|2022-02-27
174|12|3|2|2022-02-15|2022-02-27
178|24|3|8|2022-02-15|2022-02-27
180|26|3|2|2022-02-15|2022-02-27
202|27|3|2|2022-02-16|2022-02-27
221|25|3|6|2022-02-17|2022-02-27
274|34|3|8|2022-02-20|2022-02-27
279|2|3|10|2022-02-21|2022-02-27
287|17|3|6|2022-02-21|2022-02-27
313|22|3|13|2022-02-22|2022-02-27
343|55|3|9|2022-02-23|2022-02-27
349|15|3|13|2022-02-24|2022-02-27
366|14|3|12|2022-02-25|2022-02-27
377|54|3|9|2022-02-25|2022-02-27
223|28|24|9|2022-02-17|2022-02-27
268|19|27|9|2022-02-20|2022-02-27
301|37|5|13|2022-02-21|2022-02-27
305|44|21|8|2022-02-21|2022-02-27
353|31|23|2|2022-02-24|2022-02-27
408|21|34|8|2022-02-27|2022-02-27
3|3|3|8|2022-02-02|2022-02-27
6|3|7|13|2022-02-03|2022-02-15
8|5|4|14|2022-02-03|2022-02-26
9|6|4|16|2022-02-03|2022-02-26
14|3|8|14|2022-02-04|2022-02-09
16|5|1|15|2022-02-04|2022-02-15
17|6|7|6|2022-02-04|2022-02-15
22|3|12|8|2022-02-05|2022-02-18
23|4|7|9|2022-02-05|2022-02-15
24|5|11|8|2022-02-05|2022-02-06
33|6|1|12|2022-02-06|2022-02-15
34|7|8|10|2022-02-06|
37|1|12|9|2022-02-07|2022-02-18
42|6|18|8|2022-02-07|2022-02-11
43|7|1|16|2022-02-07|2022-02-10
48|3|14|15|2022-02-08|
49|4|14|15|2022-02-08|2022-02-11
54|9|13|6|2022-02-08|
58|1|16|8|2022-02-09|2022-02-09
61|4|18|9|2022-02-09|2022-02-11
64|7|2|10|2022-02-09|2022-02-23
71|1|14|12|2022-02-10|
73|3|18|8|2022-02-10|2022-02-11
76|6|19|16|2022-02-10|2022-02-25
83|13|7|14|2022-02-10|2022-02-15
85|15|12|15|2022-02-10|
88|18|2|8|2022-02-10|2022-02-17
95|8|5|16|2022-02-11|2022-02-17
99|13|5|14|2022-02-11|
102|16|21|10|2022-02-11|2022-02-24
38|2|16|13|2022-02-07|
53|8|6|15|2022-02-08|
63|6|9|6|2022-02-09|2022-02-20
82|12|15|12|2022-02-10|2022-02-21
87|17|5|6|2022-02-10|
109|3|22|8|2022-02-12|2022-02-12
111|6|8|15|2022-02-12|2022-02-13
113|8|3|16|2022-02-12|2022-02-27
122|18|19|13|2022-02-12|2022-02-25
123|19|12|16|2022-02-12|2022-02-12
124|20|8|14|2022-02-12|2022-02-16
125|21|17|6|2022-02-12|2022-02-21
132|3|20|10|2022-02-13|
136|7|23|8|2022-02-13|
140|15|6|9|2022-02-13|
141|16|4|12|2022-02-13|2022-02-26
149|1|22|16|2022-02-14|
152|7|13|14|2022-02-14|
156|14|4|10|2022-02-14|2022-02-26
161|23|7|10|2022-02-14|2022-02-15
162|25|10|8|2022-02-14|2022-02-14
169|3|3|15|2022-02-15|2022-02-27
172|8|2|14|2022-02-15|2022-02-22
173|9|7|12|2022-02-15|2022-02-15
176|17|17|16|2022-02-15|2022-02-26
182|28|23|12|2022-02-15|2022-02-23
183|30|17|16|2022-02-15|
187|4|12|16|2022-02-16|2022-02-17
192|12|1|6|2022-02-16|2022-02-26
202|27|3|9|2022-02-16|2022-02-27
204|29|13|16|2022-02-16|2022-02-16
12|1|1|15|2022-02-04|2022-02-16
39|3|18|12|2022-02-07|2022-02-11
45|9|7|10|2022-02-07|2022-02-15
74|4|20|14|2022-02-10|2022-02-19
81|11|10|6|2022-02-10|2022-02-18
90|1|22|12|2022-02-11|
105|21|1|14|2022-02-11|2022-02-18
11|8|2|14|2022-02-03|
115|11|19|12|2022-02-12|2022-02-25
118|14|22|16|2022-02-12|2022-02-21
127|24|23|6|2022-02-12|
144|21|13|9|2022-02-13|2022-02-17
155|13|22|9|2022-02-14|
157|15|16|15|2022-02-14|
158|16|8|15|2022-02-14|2022-02-25
174|12|3|6|2022-02-15|2022-02-27
180|26|3|12|2022-02-15|2022-02-27
191|11|7|8|2022-02-16|
206|32|24|10|2022-02-16|
210|11|2|12|2022-02-17|
214|16|12|15|2022-02-17|
215|18|21|13|2022-02-17|2022-02-22
220|24|27|13|2022-02-17|2022-02-21
224|29|7|14|2022-02-17|
225|30|22|8|2022-02-17|
228|3|30|16|2022-02-18|
231|8|22|16|2022-02-18|
232|17|17|13|2022-02-18|2022-02-24
234|20|10|9|2022-02-18|
235|22|6|15|2022-02-18|
238|26|20|8|2022-02-18|2022-02-19
241|33|6|15|2022-02-18|
245|9|29|8|2022-02-19|
252|21|25|14|2022-02-19|
257|32|31|14|2022-02-19|2022-02-19
258|33|26|8|2022-02-19|
273|33|21|15|2022-02-20|
286|11|22|12|2022-02-21|2022-02-21
291|21|31|15|2022-02-21|2022-02-26
297|30|23|16|2022-02-21|
303|41|2|14|2022-02-21|2022-02-24
306|6|30|16|2022-02-22|
311|16|13|10|2022-02-22|
314|23|32|13|2022-02-22|
324|5|8|6|2022-02-23|
351|28|14|10|2022-02-24|
352|30|6|14|2022-02-24|
353|31|23|15|2022-02-24|2022-02-27
361|58|4|6|2022-02-24|2022-02-26
368|21|5|12|2022-02-25|
369|23|29|10|2022-02-25|
374|45|5|9|2022-02-25|2022-02-26
383|1|35|12|2022-02-26|
387|16|20|16|2022-02-26|
393|37|7|14|2022-02-26|
399|63|23|6|2022-02-26|
406|15|12|8|2022-02-27|
409|23|22|9|2022-02-27|
401|2|21|10|2022-02-27|
412|37|29|2|2022-02-27|
415|47|31|14|2022-02-27|
418|53|30|10|2022-02-27|
9|6|4|15|2022-02-03|2022-02-26
43|7|1|12|2022-02-07|2022-02-10
76|6|19|10|2022-02-10|2022-02-25
95|8|5|10|2022-02-11|2022-02-17
113|8|3|12|2022-02-12|2022-02-27
123|19|12|10|2022-02-12|2022-02-12
149|1|22|2|2022-02-14|
176|17|17|13|2022-02-15|2022-02-26
183|30|17|8|2022-02-15|
187|4|12|14|2022-02-16|2022-02-17
204|29|13|14|2022-02-16|2022-02-16
118|14|22|12|2022-02-12|2022-02-21
228|3|30|15|2022-02-18|
231|8|22|8|2022-02-18|
297|30|23|6|2022-02-21|
306|6|30|6|2022-02-22|
387|16|20|14|2022-02-26|
183|30|17|8|2022-02-15|2022-02-28
196|18|1|6|2022-02-16|2022-02-28
234|20|10|9|2022-02-18|2022-02-28
267|18|29|10|2022-02-20|2022-02-28
294|25|31|10|2022-02-21|2022-02-28
311|16|13|10|2022-02-22|2022-02-28
321|46|13|13|2022-02-22|2022-02-28
346|11|34|10|2022-02-24|2022-02-28
352|30|6|14|2022-02-24|2022-02-28
389|22|31|6|2022-02-26|2022-02-28
420|59|2|6|2022-02-27|2022-02-28
70|13|16|9|2022-02-09|2022-03-01
104|18|21|9|2022-02-11|2022-03-01
108|1|9|9|2022-02-12|2022-03-01
190|10|7|6|2022-02-16|2022-03-01
193|14|12|9|2022-02-16|2022-03-01
206|32|24|10|2022-02-16|2022-03-01
213|15|10|9|2022-02-17|2022-03-01
256|31|17|8|2022-02-19|2022-03-01
258|33|26|8|2022-02-19|2022-03-01
326|11|34|9|2022-02-23|2022-03-01
380|57|9|13|2022-02-25|2022-03-01
406|15|12|8|2022-02-27|2022-03-01
407|18|35|15|2022-02-27|2022-03-01
426|10|24|8|2022-02-28|2022-03-01
437|35|31|10|2022-02-28|2022-03-01
450|16|17|15|2022-03-01|2022-03-01
461|48|36|14|2022-03-01|2022-03-01
462|49|17|10|2022-03-01|2022-03-01
467|67|24|8|2022-03-01|2022-03-01
132|3|20|10|2022-02-13|2022-03-02
136|7|23|8|2022-02-13|2022-03-02
245|9|29|8|2022-02-19|2022-03-02
255|30|25|9|2022-02-19|2022-03-02
259|2|8|6|2022-02-20|2022-03-02
260|3|10|8|2022-02-20|2022-03-02
293|23|27|9|2022-02-21|2022-03-02
312|17|7|8|2022-02-22|2022-03-02
386|15|33|10|2022-02-26|2022-03-02
396|49|29|9|2022-02-26|2022-03-02
457|39|4|6|2022-03-01|2022-03-02
175|15|8|8|2022-02-15|2022-03-03
266|16|8|8|2022-02-20|2022-03-03
378|55|10|9|2022-02-25|2022-03-03
403|9|17|15|2022-02-27|2022-03-03
422|6|9|10|2022-02-28|2022-03-03
434|31|25|13|2022-02-28|2022-03-03
479|35|12|10|2022-03-02|2022-03-03
483|58|16|8|2022-03-02|2022-03-03
261|5|8|14|2022-02-20|
267|18|29|19|2022-02-20|2022-02-28
269|21|17|15|2022-02-20|
276|36|26|17|2022-02-20|2022-02-22
279|2|3|12|2022-02-21|2022-02-27
294|25|31|17|2022-02-21|2022-02-28
302|38|28|15|2022-02-21|2022-02-25
310|10|29|17|2022-02-22|
315|24|16|13|2022-02-22|
316|28|12|17|2022-02-22|
322|50|29|14|2022-02-22|
339|47|31|12|2022-02-23|
346|11|34|17|2022-02-24|2022-02-28
355|43|24|13|2022-02-24|
363|4|33|18|2022-02-25|
367|15|35|13|2022-02-25|
384|2|21|20|2022-02-26|
386|15|33|8|2022-02-26|2022-03-02
404|12|4|18|2022-02-27|
34|7|8|19|2022-02-06|
64|7|2|15|2022-02-09|2022-02-23
102|16|21|13|2022-02-11|2022-02-24
132|3|20|14|2022-02-13|2022-03-02
156|14|4|9|2022-02-14|2022-02-26
161|23|7|19|2022-02-14|2022-02-15
45|9|7|20|2022-02-07|2022-02-15
206|32|24|9|2022-02-16|2022-03-01
311|16|13|8|2022-02-22|2022-02-28
351|28|14|6|2022-02-24|
369|23|29|9|2022-02-25|
401|2|21|19|2022-02-27|
418|53|30|6|2022-02-27|
76|6|19|20|2022-02-10|2022-02-25
95|8|5|19|2022-02-11|2022-02-17
123|19|12|9|2022-02-12|2022-02-12
422|6|9|8|2022-02-28|2022-03-03
431|26|10|19|2022-02-28|
437|35|31|19|2022-02-28|2022-03-01
446|6|25|18|2022-03-01|
451|17|30|17|2022-03-01|
458|40|4|15|2022-03-01|
462|49|17|18|2022-03-01|2022-03-01
463|57|4|9|2022-03-01|
464|61|14|15|2022-03-01|
474|30|4|13|2022-03-02|
479|35|12|18|2022-03-02|2022-03-03
357|48|16|17|2022-02-24|
364|5|14|10|2022-02-25|
366|14|3|20|2022-02-25|2022-02-27
371|32|10|8|2022-02-25|2022-02-26
373|44|4|15|2022-02-25|2022-02-26
405|14|28|13|2022-02-27|
33|6|1|18|2022-02-06|2022-02-15
71|1|14|17|2022-02-10|
82|12|15|8|2022-02-10|2022-02-21
141|16|4|15|2022-02-13|2022-02-26
173|9|7|8|2022-02-15|2022-02-15
182|28|23|9|2022-02-15|2022-02-23
39|3|18|15|2022-02-07|2022-02-11
90|1|22|14|2022-02-11|
115|11|19|14|2022-02-12|2022-02-25
180|26|3|8|2022-02-15|2022-02-27
210|11|2|20|2022-02-17|
286|11|22|6|2022-02-21|2022-02-21
368|21|5|20|2022-02-25|
383|1|35|15|2022-02-26|
43|7|1|18|2022-02-07|2022-02-10
113|8|3|8|2022-02-12|2022-02-27
118|14|22|8|2022-02-12|2022-02-21
428|17|25|8|2022-02-28|
435|33|14|20|2022-02-28|
440|48|32|17|2022-02-28|
447|12|29|14|2022-03-01|
453|27|26|6|2022-03-01|
459|43|20|18|2022-03-01|
460|44|2|10|2022-03-01|
468|4|8|9|2022-03-02|
486|1|35|13|2022-03-03|
490|12|20|6|2022-03-03|
494|22|32|17|2022-03-03|
279|2|3|10|2022-02-21|2022-02-27
339|47|31|19|2022-02-23|
5|2|8|6|2022-02-03|2022-03-04
10|7|8|9|2022-02-03|2022-03-04
14|3|8|14|2022-02-04|2022-03-04
34|7|8|19|2022-02-06|2022-03-04
40|4|8|9|2022-02-07|2022-03-04
44|8|8|9|2022-02-07|2022-03-04
72|2|8|6|2022-02-10|2022-03-04
79|9|8|9|2022-02-10|2022-03-04
111|6|8|15|2022-02-12|2022-03-04
116|12|8|9|2022-02-12|2022-03-04
124|20|8|14|2022-02-12|2022-03-04
138|9|8|6|2022-02-13|2022-03-04
143|19|8|9|2022-02-13|2022-03-04
158|16|8|15|2022-02-14|2022-03-04
175|15|8|8|2022-02-15|2022-03-04
199|22|8|8|2022-02-16|2022-03-04
254|29|8|8|2022-02-19|2022-03-04
259|2|8|6|2022-02-20|2022-03-04
261|5|8|14|2022-02-20|2022-03-04
266|16|8|8|2022-02-20|2022-03-04
324|5|8|6|2022-02-23|2022-03-04
325|10|8|6|2022-02-23|2022-03-04
347|12|8|8|2022-02-24|2022-03-04
390|24|8|13|2022-02-26|2022-03-04
468|4|8|9|2022-03-02|2022-03-04
516|42|8|13|2022-03-04|2022-03-04
99|13|5|14|2022-02-11|2022-03-04
112|7|6|9|2022-02-12|2022-03-04
133|4|1|9|2022-02-13|2022-03-04
171|7|14|9|2022-02-15|2022-03-04
184|33|20|9|2022-02-15|2022-03-04
90|1|22|14|2022-02-11|2022-03-04
103|17|22|9|2022-02-11|2022-03-04
106|23|22|9|2022-02-11|2022-03-04
109|3|22|8|2022-02-12|2022-03-04
114|9|22|9|2022-02-12|2022-03-04
118|14|22|8|2022-02-12|2022-03-04
149|1|22|2|2022-02-14|2022-03-04
150|2|22|9|2022-02-14|2022-03-04
155|13|22|9|2022-02-14|2022-03-04
177|19|22|9|2022-02-15|2022-03-04
200|23|22|6|2022-02-16|2022-03-04
225|30|22|8|2022-02-17|2022-03-04
231|8|22|8|2022-02-18|2022-03-04
286|11|22|6|2022-02-21|2022-03-04
335|34|22|9|2022-02-23|2022-03-04
350|21|22|6|2022-02-24|2022-03-04
395|41|22|9|2022-02-26|2022-03-04
397|58|22|13|2022-02-26|2022-03-04
409|23|22|9|2022-02-27|2022-03-04
427|13|22|15|2022-02-28|2022-03-04
471|20|22|19|2022-03-02|2022-03-04
472|22|22|19|2022-03-02|2022-03-04
473|25|22|14|2022-03-02|2022-03-04
482|52|22|15|2022-03-02|2022-03-04
501|61|22|19|2022-03-03|2022-03-04
228|3|30|15|2022-02-18|2022-03-04
229|4|23|9|2022-02-18|2022-03-04
252|21|25|14|2022-02-19|2022-03-04
262|6|2|9|2022-02-20|2022-03-04
304|42|23|13|2022-02-21|2022-03-04
358|52|23|9|2022-02-24|2022-03-04
383|1|35|15|2022-02-26|2022-03-04
413|41|25|8|2022-02-27|2022-03-04
436|34|12|9|2022-02-28|2022-03-04
471|20|22|19|2022-03-02|2022-03-04
519|56|14|13|2022-03-04|2022-03-04
7|4|5|9|2022-02-03|2022-03-05
20|1|5|9|2022-02-05|2022-03-05
25|6|5|6|2022-02-05|2022-03-05
36|9|5|9|2022-02-06|2022-03-05
65|8|5|6|2022-02-09|2022-03-05
77|7|5|9|2022-02-10|2022-03-05
78|8|5|9|2022-02-10|2022-03-05
84|14|5|9|2022-02-10|2022-03-05
87|17|5|6|2022-02-10|2022-03-05
95|8|5|19|2022-02-11|2022-03-05
99|13|5|14|2022-02-11|2022-03-05
121|17|5|9|2022-02-12|2022-03-05
129|26|5|8|2022-02-12|2022-03-05
186|1|5|6|2022-02-16|2022-03-05
217|21|5|6|2022-02-17|2022-03-05
226|32|5|6|2022-02-17|2022-03-05
296|28|5|9|2022-02-21|2022-03-05
301|37|5|13|2022-02-21|2022-03-05
307|7|5|13|2022-02-22|2022-03-05
344|1|5|9|2022-02-24|2022-03-05
368|21|5|20|2022-02-25|2022-03-05
374|45|5|9|2022-02-25|2022-03-05
480|36|5|13|2022-03-02|2022-03-05
